timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-19T22:42:14,rl-rag-training,8f5180c3-ec5d-4976-a6af-d54dfa100ece,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,27328.49721874995,0.08205936338302447,3.0027031024129617e-06,42.5,0.0,3.0,0.3226237177073268,0.0,0.022759963283900123,0.34538368099122635,0.0,United Kingdom,GBR,england,,,macOS-14.6-arm64-arm-64bit,3.12.7,3.2.2,12,Apple M3 Pro,,,-0.055,51.6216,18.0,process,31.874704865580522,0,86.49632966790483,11.726778297582847,N,1.0,0.0
