timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-19T11:07:24,rl-rag-evaluation,04729bd8-a6d9-4ff1-bb8d-b9f4a0964298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,885.6175022912212,0.0026593140095464464,3.0027794196325327e-06,42.5,0.0,3.0,0.010455171611909947,0.0,0.0007377456087797568,0.011192917220689706,0.0,United Kingdom,GBR,england,,,macOS-14.6-arm64-arm-64bit,3.12.7,3.2.2,12,Apple M3 Pro,,,-0.055,51.6216,18.0,process,18.85119182746879,0,84.64994324631101,11.858092395726182,N,1.0,0.0
