timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-20T07:49:04,rl-rag-training,3e37a0d8-b792-4a8a-9389-b1dfe002da4c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,62068.668789041694,0.1863721890245406,3.002677400057996e-06,42.5,0.0,3.0,0.7327482437393968,0.0,0.051682807464743956,0.7844310512041408,0.0,United Kingdom,GBR,england,,,macOS-14.6-arm64-arm-64bit,3.12.7,3.2.2,12,Apple M3 Pro,,,-0.055,51.6216,18.0,process,22.89588139185014,0,85.6655191937493,10.96227507453404,N,1.0,0.0
