timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-20T10:19:07,rl-rag-evaluation,d6366a1e-a05c-4c0d-a7ce-d682e5e7c818,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,861.0183048746549,0.0025854657569960486,3.0027999896848127e-06,42.5,0.0,3.0,0.010164783486735541,0.0,0.0007173102002451195,0.010882093686980662,0.0,United Kingdom,GBR,england,,,macOS-14.6-arm64-arm-64bit,3.12.7,3.2.2,12,Apple M3 Pro,,,-0.055,51.6216,18.0,process,18.392998833138854,0,77.31073512252043,8.092729744304714,N,1.0,0.0
